user_id,user_name,date,text,tweet_id,is_reply,replies,retweets,quotes,cleaned_text,cluster_number,cluster_name,topic_number,topic_name
72579390,innoget,Tue Sep 22 02:57:08 +0000 2015,Gartner names Innoget a 2015 Cool Vendor in R&amp;D for Manufacturers - Innoget Blog http://t.co/XFBETKJyp5,646156245062258688,False,0,2,0,gartner names cool vendor manufacturer,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Mon Sep 21 23:59:14 +0000 2015,"Why Digitize and Where to Start, @Frost_Sullivan Guide to Increase Utilization Rates and Improve Revenue Margins http://t.co/ZcXRcBZq1P",646111475535376385,False,0,0,0,digitize start guide increase utilization rate improve revenue margin,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Mon Sep 21 19:12:01 +0000 2015,"Save the date! GIL 2015: Monaco, October 23rd @ Monte Carlo Bay Hotel &amp; Resort, Principality of Monaco - Innoget Blog http://t.co/IIh5jTDi8p",646039193186103297,False,0,0,0,save date gil monaco october monte carlo bay hotel resort principality monaco,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Mon Sep 21 16:02:35 +0000 2015,"Introducing the Human Factors Excellence for Medical Device Design Conference, #SanDiego (US) - Innoget Blog http://t.co/JA7GqNzaE2",645991522672836609,False,0,0,0,introduce human factor excellence medical device design conference san diego,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Mon Sep 21 10:19:00 +0000 2015,New Technology Transfer opportunities for Russian companies: the partnership between @innoget and RTTN marketplaces http://t.co/jnSiCPCdvg,645905058043985921,False,0,1,0,new technology transfer opportunitie russian company partnership rttn marketplace,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Mon Sep 21 07:05:12 +0000 2015,"Yekaterinburg-based Institute of Engineering researchers receive $70,000 government grant - Innoget Blog http://t.co/eIs0kiDHMv",645856284827353088,False,0,0,0,yekaterinburg base institute engineering researcher receive government grant,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Thu Sep 10 10:19:17 +0000 2015,Have a look at our top ranked #Innovation Profiles - Innoget Blog http://t.co/JnkKHkEsaL,641918862166990848,False,0,0,0,look top rank innovation profile,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Thu Sep 10 07:05:03 +0000 2015,#UNIHEAT shortlisted for the prestigious #IChemE Global Awards - Innoget Blog http://t.co/QOlo0cno7X,641869980745760768,False,0,0,0,shortlist prestigious chem global award,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Tue Sep 08 06:28:51 +0000 2015,Say hello to the World's Most Innovative Companies! http://t.co/vB7D6Dbj6r,641136093367242753,False,0,1,0,say hello world innovative company,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Thu Sep 03 19:12:05 +0000 2015,Rising Demand for Open Innovation Communities - Innoget Blog http://t.co/6rNKBsSnv7 #OI,639516228256706561,False,0,2,0,rise demand open innovation community,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Thu Sep 03 14:24:13 +0000 2015,The case for cloud: #openinnovation and a new model - Innoget Blog http://t.co/H8mZeV5Dgz,639443785320108032,False,0,0,0,case cloud new model,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Thu Sep 03 10:19:00 +0000 2015,#Singapore: Asia's new intellectual property hub? - Innoget Blog http://t.co/Zppj4B13Tu #IP,639382075154526208,False,0,0,0,singapore asia new intellectual property hub,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Thu Sep 03 02:57:10 +0000 2015,Eyes of Things (#EoT) European Commission computer vision platform taking shape - Innoget Blog http://t.co/WlJBbbss5i #H2020,639270883060752384,False,0,1,0,eye thing european commission computer vision platform take shape,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Wed Sep 02 23:59:01 +0000 2015,EU official: #BigData ‘here forever and in all sectors’ - Innoget Blog http://t.co/8e06KziqOO,639226049126113280,False,0,1,0,official big datum forever sector,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Wed Sep 02 19:12:10 +0000 2015,The world's largest steel manufacturer is trying to clean up its act using a peculiar microbe - Innoget Blog http://t.co/Zxe32fFkxL #Biology,639153863354937344,False,0,1,0,world large steel manufacturer try clean act use peculiar microbe biology,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Wed Sep 02 16:02:01 +0000 2015,IP Experts Kick Off @UCBerkeley Innovation Centre With Calls For Change - Innoget Blog http://t.co/4NTZZBoiYh #InnovaUS,639106011656273920,False,0,0,0,expert kick innovation centre call change innova,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Wed Sep 02 14:24:04 +0000 2015,Open innovation: the answer to slow #pharmaceutical productivity - Innoget Blog http://t.co/F5pjdVlRi7 #OI #Innovation,639081360829874176,False,0,1,0,open innovation answer slow pharmaceutical productivity innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Wed Sep 02 10:45:43 +0000 2015,Open innovation trends and tips for #packaging developers - Innoget Blog http://t.co/20lkCbkHAe #OI #Innovation,639026412234645505,False,0,0,0,open innovation trend tip packaging developer innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Wed Sep 02 07:05:05 +0000 2015,Join the entrepreneurial revolution: Innovate like and with #startups - Innoget Blog http://t.co/eYUwHIu5X1 #Interview,638970887618887680,False,0,1,0,entrepreneurial revolution innovate like startup interview,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Tue Sep 01 07:05:02 +0000 2015,The fintech revolution: A wave of #startups is changing finance for the better - Innoget Blog http://t.co/Kp6UZVPdEM #Innovation,638608486151143424,False,0,1,0,fintech revolution wave startup change finance well innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Mon Aug 31 23:59:02 +0000 2015,La innovación abierta o cómo la banca quiere parecerse a las fintechs http://t.co/CWtd9i4c19 #OpenInnovation #Fintech,638501278105137157,False,0,0,0,innovaci abierta banca quiere parecerse las fintechs open innovation fintech,0,Innovation Exploration,0,Events & Webinars
72579390,innoget,Mon Aug 31 19:12:08 +0000 2015,Global #Biotechnology Market to Value USD 414.5 billion 2017 - Innoget Blog http://t.co/DQuDGizQcc,638429077368610816,False,0,0,0,global biotechnology market value usd billion,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Mon Aug 31 16:01:34 +0000 2015,How to get a patent in the #UAE? - Innoget Blog http://t.co/jO5Y6hW5Qu #Innovation,638381122464927748,False,0,0,0,get patent innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Mon Aug 31 10:19:09 +0000 2015,How to exploit the power of the #crowd and innovate products and processes - Innoget Blog http://t.co/nsX38MrYN4 #Innovation,638294948765396992,False,0,1,0,exploit power crowd innovate product process innovation,0,Innovation Exploration,1,Requests for Solutions
72579390,innoget,Mon Aug 31 09:20:00 +0000 2015,Collagen Solutions joins fight against #Parkinson's disease - Innoget Blog http://t.co/LRGpZFTNNJ,638280063654494208,False,0,0,0,collagen solution join fight parkinson disease,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Sat Aug 29 02:57:01 +0000 2015,"Internationalisation is one of the top priorities for #EU Universities, according to the EUA - Innoget Blog http://t.co/CZdlDdP4Cb",637458905417805824,False,0,0,0,internationalisation one top priority university accord eua,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Fri Aug 28 23:59:01 +0000 2015,"""Forecast for the global #biotech industry is expected to show strong growth till the year 2019."" http://t.co/Q6H2ubIWRt #GBA2015",637414112184692736,False,0,0,0,forecast global biotech industry expect show strong growth till year,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Fri Aug 28 19:12:03 +0000 2015,Top #Melanoma researcher says there's reason for hope - Innoget Blog http://t.co/eWbRhxaoVs #Research,637341893161037828,False,0,0,0,top melanoma researcher say reason hope research,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Fri Aug 28 16:01:45 +0000 2015,"Are you an inventive entrepreneur? If so, you should be exploring patent protection - Innoget Blog http://t.co/H9Jp2XODyO #IPRights",637294004829323264,False,0,0,0,inventive entrepreneur explore patent protection right,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Fri Aug 28 14:24:01 +0000 2015,ALISE — #EU Launching €7 Million Project To Bring Lithium-Sulfur Batteries To Commercial Readiness - Innoget Blog http://t.co/ruw3NMWOBx,637269409900445697,False,0,0,0,alise launch million project bring lithium sulfur battery commercial readiness,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Fri Aug 28 10:19:00 +0000 2015,Analyzing the Global #Biotechnology Industry 2015 - Innoget Blog http://t.co/uTX83nHxzF,637207749772840960,False,0,0,0,analyze global biotechnology industry,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Fri Aug 28 10:11:42 +0000 2015,World University Rankings blog: why we need to rank by #innovation - Innoget Blog http://t.co/ZvXD3GD4ma,637205910910316544,False,0,1,0,world university ranking need rank innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Tue Aug 25 02:57:08 +0000 2015,"Seen on #Linkedin: ""7 reasons you should choose technology transfer as your next career"" - Innoget Blog http://t.co/rLdTqDPpu2",636009384842297344,False,0,0,0,see linkedin reason choose technology transfer career,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Mon Aug 24 23:59:18 +0000 2015,Why luxury brands are embracing #openinnovation - Innoget Blog http://t.co/QEggyNRChm,635964632088346624,False,1,0,0,luxury brand embrace,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Mon Aug 24 19:12:05 +0000 2015,Why the #UK must foster #intellectualproperty to build its own tech identity - Innoget Blog http://t.co/wNQV09wcKf #IPrights,635892350305333248,False,0,0,0,must foster intellectualproperty build tech identity pright,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Mon Aug 24 16:01:44 +0000 2015,Trans-Pacific Partnership #TPP outcome pivotal for future of global biomedical #innovation - Innoget Blog http://t.co/DVoTWUWeUM,635844446844809217,False,0,0,0,trans pacific partnership outcome pivotal future global biomedical innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Mon Aug 24 14:24:18 +0000 2015,"Innoget, proud event partner of the 3rd #Pharma Data Analytics Conference, celebrated in #Philadelphia - Innoget Blog http://t.co/F3M5EhKfkO",635819927891496961,False,0,0,0,proud event partner pharma data analytic conference celebrate philadelphia,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Mon Aug 24 10:19:04 +0000 2015,Change in attitude critical for protecting #intellectualProperty - Innoget Blog http://t.co/EJSQGTEINt #IPCanada,635758214668230656,False,0,0,0,change attitude critical protect property canada,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Fri Aug 21 07:05:12 +0000 2015,Change in attitude critical for protecting #intellectualProperty - Innoget Blog http://t.co/bm5TnQWkTn #IPCanada,634622260888911872,False,0,0,0,change attitude critical protect property canada,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Fri Aug 21 05:56:01 +0000 2015,Four essential steps for protecting your intellectual property - Innoget Blog http://t.co/gNUTo3bZHH #IPR,634604848827252736,False,0,1,0,four essential step protect intellectual property,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Fri Aug 21 02:57:09 +0000 2015,Medical devices and #biotechnology industry is driving the growth of the global pyrogen testing market - Innoget Blog http://t.co/tDYglnDJGu,634559838463369216,False,0,0,0,medical device biotechnology industry drive growth global pyrogen testing market,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Thu Aug 20 23:59:27 +0000 2015,Does Stealing Intellectual Property Boost #Innovation? - Innoget Blog http://t.co/G7oY1JsMQy #IP,634515118617952256,False,0,1,0,steal intellectual property boost innovation,0,Innovation Exploration,2,Research Updates
72579390,innoget,Thu Aug 20 19:12:12 +0000 2015,Engaging the workforce in #innovation initiatives. An interview w/ Stephen Garguilo by @marcusevans on Innoget Blog http://t.co/cJ8Rutg3U9,634442827678765056,False,0,0,0,engage workforce innovation initiative interview stephen garguilo,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Thu Aug 20 16:02:04 +0000 2015,The importance of #intellectualProperty in the medical device product lifecycle - Innoget Blog http://t.co/7I6vCNQika,634394980744888320,False,0,0,0,importance property medical device product lifecycle,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Thu Aug 20 14:24:03 +0000 2015,Newcastle #researcher helps uncover how brain recalls memories - Innoget Blog http://t.co/TtUi6qP7kr #RD,634370314730893313,False,0,0,0,newcastle researcher help uncover brain recall memory,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Thu Aug 20 10:19:09 +0000 2015,UAlabama #researcher Julia Cherry scientists develop low-cost study of rising sea levels in marshlands - Innoget Blog http://t.co/JA7PLDH52U,634308684781371392,False,0,0,0,ualabama researcher julia cherry scientist develop low cost study rise sea level marshland,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Thu Aug 20 05:56:04 +0000 2015,Medical devices and #biotechnology industry is driving the growth of the global pyrogen testing market - Innoget Blog http://t.co/evQWlPJIxI,634242474958000129,False,0,0,0,medical device biotechnology industry drive growth global pyrogen testing market,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Thu Aug 20 02:57:24 +0000 2015,Four essential steps for protecting your intellectual property - Innoget Blog http://t.co/pmxvQvnkVQ #IPR,634197510643445760,False,0,0,0,four essential step protect intellectual property,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Wed Aug 19 23:59:01 +0000 2015,The era of constant and open innovation is upon us. Did you already tried out http://t.co/gQCeFd275U? - Innoget Blog http://t.co/iHXkA4xwxd,634152619716517888,False,0,0,0,era constant open innovation upon already try,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Wed Aug 19 19:12:04 +0000 2015,Do venture capitalists care about Intellectual Property? The answer is Yes! - Innoget Blog http://t.co/AjvqZqNC5B #IPR,634080407542210562,False,0,0,0,venture capitalist care intellectual property answer yes,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Wed Aug 19 16:02:04 +0000 2015,"Do you agree? ""Protecting intellectual property rights regime will bring new medicines"" - Innoget Blog http://t.co/jDYvBEupu5 #IPR",634032591927123968,False,1,0,0,agree protect intellectual property right regime bring new medicine,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Wed Aug 19 14:24:01 +0000 2015,#KBSI transfers a technology to #HanmacCorp that can identify defects of next-gen semiconductor chips - Innoget Blog http://t.co/3wWRMzgBRN,634007919214882816,False,0,0,0,transfer technology hanmac corp identify defect gen semiconductor chip,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Wed Aug 19 05:56:08 +0000 2015,"Innoget, proud event partner of the 3rd #Pharma Data Analytics Conference, celebrated in #Philadelphia - Innoget Blog http://t.co/R03lgPnQ5Q",633880104578457600,False,0,0,0,proud event partner pharma data analytic conference celebrate philadelphia,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Wed Aug 19 02:57:19 +0000 2015,Planning to be in #NewYork on December 9th? Join the @FT Innovate 2015: Agility in an age of ambiguity - Innoget Blog http://t.co/B1cdCX1jd1,633835103282667520,False,0,0,0,plan new york december innovate agility age ambiguity,1,Challenges and Solutions,0,Events & Webinars
72579390,innoget,Tue Aug 18 19:12:08 +0000 2015,Introducing the @marcusevans 5th Edition of the Future R&amp;D Innovation Excellence conference  - Innoget Blog http://t.co/YwWcWGnPi8 #InnovaEU,633718036357361665,False,0,0,0,introduce edition future innovation excellence conference innova,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Tue Aug 18 16:01:48 +0000 2015,Change in attitude critical for protecting #intellectualProperty - Innoget Blog http://t.co/sRYLlN8NvE #IPCanada,633670135971233792,False,0,0,0,change attitude critical protect property canada,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Tue Aug 18 14:24:07 +0000 2015,Trans-Pacific Partnership #TPP outcome pivotal for future of global biomedical #innovation - Innoget Blog http://t.co/x1muu3dtUj,633645554086608896,False,0,0,0,trans pacific partnership outcome pivotal future global biomedical innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Tue Aug 18 10:19:04 +0000 2015,#Aon joins EU #Horizon2020 initiative to tackle cyber risk - Innoget Blog http://t.co/ytSRxaBlz1 #WISER #InnovaEU,633583886828765184,False,0,0,0,aon join horizon initiative tackle cyber risk innova,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Tue Aug 18 07:05:05 +0000 2015,The importance of #intellectualProperty in the medical device product lifecycle - Innoget Blog http://t.co/RVzyKCRZEW,633535069974564864,False,0,0,0,importance property medical device product lifecycle,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Fri Aug 07 16:01:57 +0000 2015,#Switzerland R&amp;D spending falls after #Horizon2020 cash freeze - Innoget Blog http://t.co/u4R7GBVuub #research,629683910771916800,False,0,0,0,switzerland spending fall horizon cash freeze research,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Fri Aug 07 14:24:08 +0000 2015,Why the #UK must foster #intellectualproperty to build its own tech identity - Innoget Blog http://t.co/MAW8lB9k60 #IPrights,629659292774350848,False,0,1,0,must foster intellectualproperty build tech identity pright,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Fri Aug 07 11:09:22 +0000 2015,Consortium of major European laser #research organisations secures funding for #H2020 projects - Innoget Blog http://t.co/7q2ZfOwxDe #InnoEU,629610278875959296,False,0,1,0,consortium major european laser research organisation secure funding project inno,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Thu Aug 06 07:05:06 +0000 2015,Engaging the workforce in #innovation initiatives. An interview w/ Stephen Garguilo by @marcusevans on Innoget Blog http://t.co/ZNMT9MGvTT,629186416493338625,False,0,2,0,engage workforce innovation initiative interview stephen garguilo,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Tue Aug 04 19:12:00 +0000 2015,The time has come for responsible #research and #innovation (RRI) in ICT - Innoget Blog http://t.co/3WX25laT8F #InnovationEU,628644573724676096,False,0,0,0,time come responsible research innovation rri ict innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Tue Aug 04 16:01:58 +0000 2015,Why luxury brands are embracing #openinnovation - Innoget Blog http://t.co/7zq9GkOONg,628596751247781892,False,0,0,0,luxury brand embrace,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Tue Aug 04 14:24:08 +0000 2015,Intellectual property: powering the #innovation economy - Innoget Blog http://t.co/21vFxeSVoj #IP,628572127428505600,False,0,0,0,intellectual property power innovation economy,0,Innovation Exploration,2,Research Updates
72579390,innoget,Tue Aug 04 10:19:07 +0000 2015,"Seen on #Linkedin: ""7 reasons you should choose technology transfer as your next career"" - Innoget Blog http://t.co/huEZjF4xpE",628510468143976448,False,0,0,0,see linkedin reason choose technology transfer career,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Tue Aug 04 08:01:40 +0000 2015,Take a look on which have been the #TopTechs of the month: June / July 2015 on #innoget - Innoget Blog http://t.co/R1obpAOmtQ,628475878830440448,False,0,0,0,take look top tech month june july,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Wed Jul 29 19:12:04 +0000 2015,Strengthening institutions for innovative capacity in #India - Innoget Blog http://t.co/jFE3axqIH4 #Innovation,626470261752233984,False,0,0,0,strengthen institution innovative capacity india innovation,0,Innovation Exploration,2,Research Updates
72579390,innoget,Wed Jul 29 16:01:52 +0000 2015,Putting the 'ant' into antibiotics - Innoget Blog http://t.co/eNDmfUfu9s #Horizon2020 #MED #InnovaEU,626422398775095297,False,0,2,0,put ant antibiotic horizon innova,1,Challenges and Solutions,1,Requests for Solutions
72579390,innoget,Wed Jul 29 14:24:05 +0000 2015,#OpenSource is going even more open -because it has to - Innoget Blog http://t.co/JxLRRLmcSg #OpenWorld #OI,626397787698163712,False,0,1,0,open source go even open open world,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Wed Jul 29 10:19:11 +0000 2015,"#Kenya is exporting #innovation on its way to becoming a ""Silicon Savannah"" - Innoget Blog http://t.co/H5xbzlHMDU #InnovationAFR #future",626336157752774656,False,0,0,0,kenya export innovation way become silicon savannah innovation future,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Wed Jul 29 09:43:10 +0000 2015,5 #IntellectualProperty facts you should know before exporting - Innoget Blog http://t.co/rHlWeFG21H #IP #Business,626327095128510464,False,0,0,0,intellectual property fact know export business,1,Challenges and Solutions,3,Business & Industry Innovation
72579390,innoget,Wed Jul 29 05:56:04 +0000 2015,Irish researchers capture €127m of #Horizon2020 - Innoget Blog http://t.co/6tu5ulfM0e #InnovationIR,626269942128713728,False,0,0,0,irish researcher capture horizon innovation,0,Innovation Exploration,2,Research Updates
72579390,innoget,Wed Jul 29 02:57:12 +0000 2015,UNM’s technology transfer reaches record levels - Innoget Blog http://t.co/Gs2zG93vyN #TTransfer #Albuquerque #InnovationUS,626224929906774016,False,0,0,0,unm technology transfer reach record level transfer albuquerque innovation,0,Innovation Exploration,2,Research Updates
72579390,innoget,Tue Jul 28 23:59:02 +0000 2015,The Next #Innovation Opportunity in #China - Innoget Blog http://t.co/hyFEXfZJNu #InnovationCH,626180092880928768,False,0,0,0,innovation opportunity china innovationch,0,Innovation Exploration,2,Research Updates
72579390,innoget,Tue Jul 28 19:12:16 +0000 2015,"The #innovation journey is a long road, but it can pay off - Innoget Blog http://t.co/IiNRpcziUG #InnovationEU",626107924553854976,False,0,0,0,innovation journey long road pay innovation,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Tue Jul 28 16:02:09 +0000 2015,Fighting for #Innovation Attention - Innoget Blog http://t.co/u1217v1ZhU,626060082170695680,False,0,2,0,fight innovation attention,0,Innovation Exploration,3,Business & Industry Innovation
72579390,innoget,Tue Jul 28 14:24:17 +0000 2015,"Strong TPP #intellectualproperty provisions benefit #innovation, consumers and patients - Innoget Blog http://t.co/Wy51KpM11w",626035450847883264,False,0,0,0,strong tpp intellectualproperty provision benefit innovation consumer patient,0,Innovation Exploration,1,Requests for Solutions
72579390,innoget,Tue Jul 28 14:01:07 +0000 2015,How an insufficiently detailed provisional #patent application can hurt you - Innoget Blog http://t.co/WlZxynYrkI #IProperty,626029621381828608,False,0,0,0,insufficiently detailed provisional patent application hurt property,1,Challenges and Solutions,2,Research Updates
72579390,innoget,Thu Jul 23 14:24:07 +0000 2015,Does Stealing Intellectual Property Boost #Innovation? - Innoget Blog http://t.co/J28XbbATl7 #IP,624223469568458752,False,0,1,0,steal intellectual property boost innovation,0,Innovation Exploration,2,Research Updates
72579390,innoget,Thu Jul 23 14:20:46 +0000 2015,Six tips to protect against intellectual property theft! http://t.co/OCPVKCLi8W #IP #Innovation #Research,624222627213766657,False,0,0,0,six tip protect intellectual property theft innovation research,0,Innovation Exploration,2,Research Updates
